review,sentiment
This speaker has fantastic performance.,Positive
The quality is acceptable for the price.,Neutral
This printer has amazing product.,Neutral
This tablet has outstanding experience.,Positive
The quality is acceptable for the price.,Neutral
This headphones has very disappointed.,Negative
The printer is okay and works as expected.,Positive
This printer has not worth the price.,Negative
The service is average but overall I am very satisfied with this phone.,Positive
The screen is average but overall I am very satisfied with this keyboard.,Positive
This printer has very satisfied.,Positive
This keyboard has excellent quality.,Neutral
This smartwatch has bad battery life.,Negative
The design is average but overall I am very satisfied with this printer.,Positive
The quality is acceptable for the price.,Neutral
The quality is good but could be better.,Neutral
The quality looks good but the overall experience was terrible.,Negative
The battery is average but overall I am very satisfied with this speaker.,Positive
This monitor has stopped working.,Negative
The screen is average but overall I am very satisfied with this monitor.,Positive
The battery looks good but the overall experience was terrible.,Negative
This speaker has bad battery life.,Positive
This speaker has amazing product.,Positive
This smartwatch has very disappointed.,Negative
The headphones is okay and works as expected.,Positive
This camera has great battery life.,Positive
This monitor has stopped working.,Negative
The quality is acceptable for the price.,Neutral
The battery looks good but the overall experience was terrible.,Negative
This keyboard has horrible experience.,Negative
This speaker has bad battery life.,Negative
The screen is average but overall I am very satisfied with this monitor.,Positive
The service is average but overall I am very satisfied with this monitor.,Neutral
This smartwatch has fantastic performance.,Positive
This laptop has outstanding experience.,Positive
The price looks good but the overall experience was terrible.,Negative
The monitor is okay and works as expected.,Neutral
This phone has fantastic performance.,Negative
The headphones is okay and works as expected.,Neutral
The laptop is okay and works as expected.,Neutral
This speaker has not worth the price.,Negative
This laptop has very satisfied.,Negative
This camera has waste of money.,Negative
The performance looks good but the overall experience was terrible.,Negative
The delivery looks good but the overall experience was terrible.,Negative
This phone has very disappointed.,Negative
This headphones has excellent quality.,Positive
The laptop is okay and works as expected.,Neutral
This speaker has outstanding experience.,Positive
This keyboard has waste of money.,Negative
This headphones has great battery life.,Positive
I have mixed feelings about this product.,Neutral
This speaker has outstanding experience.,Positive
This headphones has great battery life.,Positive
This phone has outstanding experience.,Positive
I have mixed feelings about this product.,Neutral
This smartwatch has highly recommended.,Positive
This smartwatch has works perfectly.,Positive
I have mixed feelings about this product.,Positive
This phone has very satisfied.,Positive
This printer has waste of money.,Negative
The battery is average but overall I am very satisfied with this phone.,Negative
